SKU_Code,Design_No.,Stock,Category,Size,Color
JNE3517-KR-S,JNE3517,3,kurta,S,peach
JNE3517-KR-XL,JNE3517,4,kurta,XL,peach
JNE3517-KR-XS,JNE3517,2,kurta,XS,peach
JNE3517-KR-XXL,JNE3517,4,kurta,XXL,peach
JNE3518-KR-L,JNE3518,3,kurta,L,turquoise
JNE3518-KR-M,JNE3518,6,kurta,M,turquoise
JNE3518-KR-S,JNE3518,39,kurta,S,turquoise
JNE3518-KR-XL,JNE3518,6,kurta,XL,turquoise
JNE3518-KR-XS,JNE3518,22,kurta,XS,turquoise
JNE3518-KR-XXL,JNE3518,12,kurta,XXL,turquoise
JNE3518-KR-XXXL,JNE3518,4,kurta,XXXL,turquoise
JNE3520-KR-L,JNE3520,64,kurta,L,mustard
JNE3520-KR-M,JNE3520,64,kurta,M,mustard
JNE3520-KR-S,JNE3520,61,kurta,S,mustard
JNE3520-KR-XL,JNE3520,56,kurta,XL,mustard
JNE3520-KR-XS,JNE3520,15,kurta,XS,mustard
JNE3520-KR-XXL,JNE3520,71,kurta,XXL,mustard
JNE3520-KR-XXXL,JNE3520,9,kurta,XXXL,mustard
JNE3521-KR-L,JNE3521,22,kurta,L,turquoise
JNE3521-KR-M,JNE3521,9,kurta,M,turquoise
JNE3521-KR-XL,JNE3521,3,kurta,XL,turquoise
JNE3521-KR-XS,JNE3521,2,kurta,XS,turquoise
JNE3521-KR-XXL,JNE3521,24,kurta,XXL,turquoise
JNE3522-KR-L,JNE3522,18,kurta,L,peach
JNE3522-KR-M,JNE3522,29,kurta,M,peach
JNE3522-KR-S,JNE3522,83,kurta,S,peach
JNE3522-KR-XL,JNE3522,11,kurta,XL,peach
JNE3522-KR-XS,JNE3522,17,kurta,XS,peach
JNE3522-KR-XXL,JNE3522,16,kurta,XXL,peach
JNE3522-KR-XXXL,JNE3522,1,kurta,XXXL,peach
JNE3523-KR-XS,JNE3523,19,kurta,XS,navy blue
JNE3524-KR-L,JNE3524,27,kurta,L,blue
JNE3524-KR-M,JNE3524,26,kurta,M,blue
JNE3524-KR-S,JNE3524,11,kurta,S,blue
JNE3524-KR-XL,JNE3524,33,kurta,XL,blue
JNE3524-KR-XS,JNE3524,5,kurta,XS,blue
JNE3524-KR-XXL,JNE3524,22,kurta,XXL,blue
JNE3524-KR-XXXL,JNE3524,13,kurta,XXXL,blue
JNE3526-KR-L,JNE3526,2,kurta,L,grey
JNE3526-KR-M,JNE3526,2,kurta,M,grey
JNE3526-KR-S,JNE3526,5,kurta,S,grey
JNE3526-KR-XL,JNE3526,2,kurta,XL,grey
JNE3526-KR-XS,JNE3526,3,kurta,XS,grey
JNE3526-KR-XXL,JNE3526,3,kurta,XXL,grey
JNE3526-KR-XXXL,JNE3526,2,kurta,XXXL,grey
JNE3528-KR-L,JNE3528,2,kurta,L,sea green
JNE3528-KR-S,JNE3528,2,kurta,S,sea green
JNE3528-KR-XS,JNE3528,1,kurta,XS,sea green
JNE3528-KR-XXL,JNE3528,3,kurta,XXL,sea green
JNE3528-KR-XXXL,JNE3528,3,kurta,XXXL,sea green
JNE3530-KR-L,JNE3530,2,kurta,L,grey
JNE3530-KR-M,JNE3530,3,kurta,M,grey
JNE3530-KR-S,JNE3530,4,kurta,S,grey
JNE3530-KR-XL,JNE3530,1,kurta,XL,grey
JNE3530-KR-XS,JNE3530,8,kurta,XS,grey
JNE3530-KR-XXXL,JNE3530,3,kurta,XXXL,grey
JNE3531-KR-L,JNE3531,3,kurta,L,cream
JNE3531-KR-M,JNE3531,4,kurta,M,cream
JNE3531-KR-S,JNE3531,6,kurta,S,cream
JNE3531-KR-XL,JNE3531,2,kurta,XL,cream
JNE3531-KR-XS,JNE3531,11,kurta,XS,cream
JNE3531-KR-XXL,JNE3531,6,kurta,XXL,cream
JNE3531-KR-XXXL,JNE3531,3,kurta,XXXL,cream
JNE3532-KR-M,JNE3532,1,kurta,M,multicolor
JNE3533-KR-S,JNE3533,1,kurta,S,teal
JNE3533-KR-XL,JNE3533,1,kurta,XL,teal
JNE3534-KR-L,JNE3534,2,kurta,L,turquoise
JNE3534-KR-M,JNE3534,6,kurta,M,turquoise
JNE3534-KR-S,JNE3534,7,kurta,S,turquoise
JNE3534-KR-XL,JNE3534,5,kurta,XL,turquoise
JNE3534-KR-XS,JNE3534,14,kurta,XS,turquoise
JNE3534-KR-XXL,JNE3534,3,kurta,XXL,turquoise
JNE3534-KR-XXXL,JNE3534,3,kurta,XXXL,turquoise
JNE3535-KR-L,JNE3535,2,kurta,L,turquoise
JNE3535-KR-S,JNE3535,1,kurta,S,turquoise
JNE3535-KR-XL,JNE3535,2,kurta,XL,turquoise
JNE3535-KR-XS,JNE3535,10,kurta,XS,turquoise
JNE3535-KR-XXL,JNE3535,6,kurta,XXL,turquoise
JNE3535-KR-XXXL,JNE3535,1,kurta,XXXL,turquoise
JNE3537-KR-M,JNE3537,3,kurta,M,multicolor
JNE3537-KR-S,JNE3537,2,kurta,S,multicolor
JNE3537-KR-XL,JNE3537,1,kurta,XL,multicolor
JNE3537-KR-XS,JNE3537,6,kurta,XS,multicolor
JNE3538-KR-M,JNE3538,1,kurta,M,navy blue
JNE3538-KR-S,JNE3538,2,kurta,S,navy blue
JNE3538-KR-XL,JNE3538,1,kurta,XL,navy blue
JNE3538-KR-XS,JNE3538,2,kurta,XS,navy blue
JNE3538-KR-XXL,JNE3538,1,kurta,XXL,navy blue
JNE3539-KR-M,JNE3539,2,kurta,M,cream
JNE3539-KR-S,JNE3539,7,kurta,S,cream
JNE3539-KR-XL,JNE3539,3,kurta,XL,cream
JNE3539-KR-XS,JNE3539,7,kurta,XS,cream
JNE3539-KR-XXL,JNE3539,2,kurta,XXL,cream
JNE3539-KR-XXXL,JNE3539,2,kurta,XXXL,cream
JNE3541-KR-L,JNE3541,1,kurta,L,maroon
JNE3541-KR-S,JNE3541,1,kurta,S,maroon
JNE3541-KR-XL,JNE3541,1,kurta,XL,maroon
JNE3542-KR-L,JNE3542,3,kurta,L,cream
JNE3542-KR-M,JNE3542,2,kurta,M,cream
JNE3542-KR-S,JNE3542,6,kurta,S,cream
JNE3542-KR-XL,JNE3542,2,kurta,XL,cream
JNE3542-KR-XS,JNE3542,6,kurta,XS,cream
JNE3542-KR-XXL,JNE3542,1,kurta,XXL,cream
JNE3542-KR-XXXL,JNE3542,1,kurta,XXXL,cream
JNE3543-KR-L,JNE3543,2,kurta,L,cream
JNE3543-KR-M,JNE3543,4,kurta,M,cream
JNE3543-KR-S,JNE3543,5,kurta,S,cream
JNE3543-KR-XL,JNE3543,3,kurta,XL,cream
JNE3543-KR-XS,JNE3543,7,kurta,XS,cream
JNE3543-KR-XXL,JNE3543,3,kurta,XXL,cream
JNE3543-KR-XXXL,JNE3543,2,kurta,XXXL,cream
JNE3544-KR-L,JNE3544,3,kurta,L,green
JNE3544-KR-M,JNE3544,2,kurta,M,green
JNE3544-KR-S,JNE3544,2,kurta,S,green
JNE3544-KR-XL,JNE3544,2,kurta,XL,green
JNE3544-KR-XS,JNE3544,3,kurta,XS,green
JNE3544-KR-XXL,JNE3544,3,kurta,XXL,green
JNE3544-KR-XXXL,JNE3544,1,kurta,XXXL,green
JNE3545-KR-M,JNE3545,1,kurta,M,green
JNE3545-KR-XS,JNE3545,2,kurta,XS,green
JNE3545-KR-XXL,JNE3545,1,kurta,XXL,green
JNE3545-KR-XXXL,JNE3545,2,kurta,XXXL,green
JNE3546-KR-L,JNE3546,10,kurta,L,blue
JNE3546-KR-M,JNE3546,29,kurta,M,blue
JNE3546-KR-S,JNE3546,7,kurta,S,blue
JNE3546-KR-XL,JNE3546,6,kurta,XL,blue
JNE3546-KR-XS,JNE3546,17,kurta,XS,blue
JNE3546-KR-XXL,JNE3546,4,kurta,XXL,blue
JNE3546-KR-XXXL,JNE3546,2,kurta,XXXL,blue
JNE3547-KR-L,JNE3547,26,kurta,L,turquoise blue
JNE3547-KR-M,JNE3547,26,kurta,M,turquoise blue
JNE3547-KR-S,JNE3547,5,kurta,S,turquoise blue
JNE3547-KR-XL,JNE3547,66,kurta,XL,turquoise blue
JNE3547-KR-XS,JNE3547,5,kurta,XS,turquoise blue
JNE3547-KR-XXL,JNE3547,19,kurta,XXL,turquoise blue
JNE3547-KR-XXXL,JNE3547,46,kurta,XXXL,turquoise blue
JNE3548-KR-L,JNE3548,146,kurta,L,dark blue
JNE3548-KR-M,JNE3548,112,kurta,M,dark blue
JNE3548-KR-S,JNE3548,87,kurta,S,dark blue
JNE3548-KR-XL,JNE3548,154,kurta,XL,dark blue
JNE3548-KR-XS,JNE3548,38,kurta,XS,dark blue
JNE3548-KR-XXL,JNE3548,112,kurta,XXL,dark blue
JNE3548-KR-XXXL,JNE3548,84,kurta,XXXL,dark blue
JNE3549-KR-L,JNE3549,25,kurta,L,maroon
JNE3549-KR-M,JNE3549,13,kurta,M,maroon
JNE3549-KR-S,JNE3549,54,kurta,S,maroon
JNE3549-KR-XL,JNE3549,7,kurta,XL,maroon
JNE3549-KR-XS,JNE3549,27,kurta,XS,maroon
JNE3549-KR-XXL,JNE3549,8,kurta,XXL,maroon
JNE3549-KR-XXXL,JNE3549,3,kurta,XXXL,maroon
JNE3550-KR-M,JNE3550,1,kurta,M,dark green
JNE3550-KR-S,JNE3550,2,kurta,S,dark green
JNE3550-KR-XS,JNE3550,4,kurta,XS,dark green
JNE3550-KR-XXL,JNE3550,2,kurta,XXL,dark green
JNE3550-KR-XXXL,JNE3550,2,kurta,XXXL,dark green
JNE3553-KR-L,JNE3553,2,kurta,L,navy blue
JNE3553-KR-S,JNE3553,51,kurta,S,navy blue
JNE3553-KR-XS,JNE3553,46,kurta,XS,navy blue
JNE3553-KR-XXL,JNE3553,25,kurta,XXL,navy blue
JNE3553-KR-XXXL,JNE3553,20,kurta,XXXL,navy blue
JNE3554-KR-L,JNE3554,7,kurta,L,yellow
JNE3554-KR-M,JNE3554,1,kurta,M,yellow
JNE3554-KR-S,JNE3554,33,kurta,S,yellow
JNE3554-KR-XL,JNE3554,3,kurta,XL,yellow
JNE3554-KR-XXL,JNE3554,40,kurta,XXL,yellow
JNE3554-KR-XXXL,JNE3554,1,kurta,XXXL,yellow
JNE3555-KR-L,JNE3555,20,kurta,L,maroon
JNE3555-KR-M,JNE3555,25,kurta,M,maroon
JNE3555-KR-S,JNE3555,28,kurta,S,maroon
JNE3555-KR-XL,JNE3555,19,kurta,XL,maroon
JNE3555-KR-XS,JNE3555,16,kurta,XS,maroon
JNE3555-KR-XXL,JNE3555,21,kurta,XXL,maroon
JNE3555-KR-XXXL,JNE3555,2,kurta,XXXL,maroon
JNE3556-KR-L,JNE3556,20,kurta,L,grey
JNE3556-KR-M,JNE3556,13,kurta,M,grey
JNE3556-KR-S,JNE3556,14,kurta,S,grey
JNE3556-KR-XL,JNE3556,18,kurta,XL,grey
JNE3556-KR-XS,JNE3556,21,kurta,XS,grey
JNE3556-KR-XXL,JNE3556,23,kurta,XXL,grey
JNE3556-KR-XXXL,JNE3556,23,kurta,XXXL,grey
JNE3557-KR-L,JNE3557,44,kurta,L,black
JNE3557-KR-M,JNE3557,44,kurta,M,black
JNE3557-KR-S,JNE3557,20,kurta,S,black
JNE3557-KR-XL,JNE3557,36,kurta,XL,black
JNE3557-KR-XXL,JNE3557,14,kurta,XXL,black
JNE3558-KR-M,JNE3558,1,kurta,M,pink
JNE3558-KR-S,JNE3558,2,kurta,S,pink
JNE3558-KR-XL,JNE3558,2,kurta,XL,pink
JNE3558-KR-XS,JNE3558,2,kurta,XS,pink
JNE3558-KR-XXL,JNE3558,2,kurta,XXL,pink
JNE3558-KR-XXXL,JNE3558,1,kurta,XXXL,pink
JNE3559-KR-L,JNE3559,11,kurta,L,grey
JNE3559-KR-M,JNE3559,2,kurta,M,grey
JNE3559-KR-S,JNE3559,13,kurta,S,grey
JNE3559-KR-XL,JNE3559,21,kurta,XL,grey
JNE3559-KR-XS,JNE3559,13,kurta,XS,grey
JNE3559-KR-XXL,JNE3559,5,kurta,XXL,grey
JNE3559-KR-XXXL,JNE3559,3,kurta,XXXL,grey
JNE3560-KR-L,JNE3560,138,kurta,L,blue
JNE3560-KR-M,JNE3560,106,kurta,M,blue
JNE3560-KR-S,JNE3560,199,kurta,S,blue
JNE3560-KR-XL,JNE3560,223,kurta,XL,blue
JNE3560-KR-XS,JNE3560,48,kurta,XS,blue
JNE3560-KR-XXL,JNE3560,168,kurta,XXL,blue
JNE3560-KR-XXXL,JNE3560,87,kurta,XXXL,blue
JNE3561-KR-L,JNE3561,1,kurta,L,beige
JNE3561-KR-M,JNE3561,4,kurta,M,beige
JNE3561-KR-S,JNE3561,8,kurta,S,beige
JNE3561-KR-XL,JNE3561,4,kurta,XL,beige
JNE3561-KR-XS,JNE3561,53,kurta,XS,beige
JNE3561-KR-XXL,JNE3561,6,kurta,XXL,beige
JNE3561-KR-XXXL,JNE3561,3,kurta,XXXL,beige
JNE3562-KR-L,JNE3562,2,kurta,L,peach
JNE3562-KR-M,JNE3562,4,kurta,M,peach
JNE3562-KR-S,JNE3562,17,kurta,S,peach
JNE3562-KR-XL,JNE3562,1,kurta,XL,peach
JNE3562-KR-XXL,JNE3562,5,kurta,XXL,peach
JNE3563-KR-L,JNE3563,1,kurta,L,pink
JNE3563-KR-M,JNE3563,2,kurta,M,pink
JNE3563-KR-S,JNE3563,4,kurta,S,pink
JNE3563-KR-XL,JNE3563,2,kurta,XL,pink
JNE3563-KR-XS,JNE3563,4,kurta,XS,pink
JNE3563-KR-XXL,JNE3563,1,kurta,XXL,pink
JNE3563-KR-XXXL,JNE3563,1,kurta,XXXL,pink
JNE3564-KR-L,JNE3564,90,kurta,L,black
JNE3564-KR-M,JNE3564,107,kurta,M,black
JNE3564-KR-S,JNE3564,105,kurta,S,black
JNE3564-KR-XL,JNE3564,105,kurta,XL,black
JNE3564-KR-XS,JNE3564,64,kurta,XS,black
JNE3564-KR-XXL,JNE3564,51,kurta,XXL,black
JNE3564-KR-XXXL,JNE3564,12,kurta,XXXL,black
JNE3565-KR-L,JNE3565,4,kurta,L,brown
JNE3565-KR-M,JNE3565,5,kurta,M,brown
JNE3565-KR-S,JNE3565,6,kurta,S,brown
JNE3565-KR-XL,JNE3565,2,kurta,XL,brown
JNE3565-KR-XS,JNE3565,16,kurta,XS,brown
JNE3565-KR-XXL,JNE3565,3,kurta,XXL,brown
JNE3565-KR-XXXL,JNE3565,2,kurta,XXXL,brown
JNE3566-KR-L,JNE3566,11,kurta,L,dark green
JNE3566-KR-M,JNE3566,20,kurta,M,dark green
JNE3566-KR-S,JNE3566,44,kurta,S,dark green
JNE3566-KR-XL,JNE3566,25,kurta,XL,dark green
JNE3566-KR-XXL,JNE3566,11,kurta,XXL,dark green
JNE3567-KR-L,JNE3567,377,kurta,L,blue
JNE3567-KR-M,JNE3567,186,kurta,M,blue
JNE3567-KR-S,JNE3567,210,kurta,S,blue
JNE3567-KR-XL,JNE3567,336,kurta,XL,blue
JNE3567-KR-XS,JNE3567,181,kurta,XS,blue
JNE3567-KR-XXL,JNE3567,295,kurta,XXL,blue
JNE3567-KR-XXXL,JNE3567,235,kurta,XXXL,blue
JNE3568-KR-L,JNE3568,147,kurta,L,yellow
JNE3568-KR-M,JNE3568,197,kurta,M,yellow
JNE3568-KR-S,JNE3568,155,kurta,S,yellow
JNE3568-KR-XL,JNE3568,94,kurta,XL,yellow
JNE3568-KR-XS,JNE3568,118,kurta,XS,yellow
JNE3568-KR-XXL,JNE3568,29,kurta,XXL,yellow
JNE3568-KR-XXXL,JNE3568,28,kurta,XXXL,yellow
JNE3570-KR-L,JNE3570,1,kurta,L,light green
JNE3570-KR-S,JNE3570,3,kurta,S,light green
JNE3570-KR-XL,JNE3570,1,kurta,XL,light green
JNE3570-KR-XS,JNE3570,3,kurta,XS,light green
JNE3570-KR-XXL,JNE3570,2,kurta,XXL,light green
JNE3571-KR-L,JNE3571,123,kurta,L,sea green
JNE3571-KR-M,JNE3571,113,kurta,M,sea green
JNE3571-KR-S,JNE3571,30,kurta,S,sea green
JNE3571-KR-XL,JNE3571,63,kurta,XL,sea green
JNE3571-KR-XS,JNE3571,13,kurta,XS,sea green
JNE3571-KR-XXL,JNE3571,19,kurta,XXL,sea green
JNE3571-KR-XXXL,JNE3571,6,kurta,XXXL,sea green
JNE3573-KR-L,JNE3573,1,kurta,L,grey
JNE3573-KR-S,JNE3573,5,kurta,S,grey
JNE3573-KR-XL,JNE3573,2,kurta,XL,grey
JNE3573-KR-XS,JNE3573,2,kurta,XS,grey
JNE3573-KR-XXL,JNE3573,4,kurta,XXL,grey
JNE3573-KR-XXXL,JNE3573,3,kurta,XXXL,grey
JNE3574-KR-L,JNE3574,2,kurta,L,light green
JNE3574-KR-M,JNE3574,1,kurta,M,light green
JNE3574-KR-S,JNE3574,4,kurta,S,light green
JNE3574-KR-XL,JNE3574,1,kurta,XL,light green
JNE3574-KR-XS,JNE3574,1,kurta,XS,light green
JNE3574-KR-XXL,JNE3574,1,kurta,XXL,light green
JNE3574-KR-XXXL,JNE3574,2,kurta,XXXL,light green
JNE3575-KR-L,JNE3575,1,kurta,L,pink
JNE3575-KR-M,JNE3575,4,kurta,M,pink
JNE3575-KR-S,JNE3575,28,kurta,S,pink
JNE3575-KR-XL,JNE3575,3,kurta,XL,pink
JNE3575-KR-XS,JNE3575,21,kurta,XS,pink
JNE3575-KR-XXL,JNE3575,13,kurta,XXL,pink
JNE3575-KR-XXXL,JNE3575,9,kurta,XXXL,pink
JNE3576-KR-L,JNE3576,56,kurta,L,black
JNE3576-KR-M,JNE3576,39,kurta,M,black
JNE3576-KR-S,JNE3576,21,kurta,S,black
JNE3576-KR-XL,JNE3576,5,kurta,XL,black
JNE3576-KR-XS,JNE3576,8,kurta,XS,black
JNE3576-KR-XXL,JNE3576,6,kurta,XXL,black
JNE3576-KR-XXXL,JNE3576,3,kurta,XXXL,black
JNE3577-KR-L,JNE3577,17,kurta,L,pink
JNE3577-KR-M,JNE3577,17,kurta,M,pink
JNE3577-KR-S,JNE3577,14,kurta,S,pink
JNE3577-KR-XL,JNE3577,17,kurta,XL,pink
JNE3577-KR-XS,JNE3577,26,kurta,XS,pink
JNE3577-KR-XXL,JNE3577,36,kurta,XXL,pink
JNE3577-KR-XXXL,JNE3577,26,kurta,XXXL,pink
JNE3578-KR-L,JNE3578,5,kurta,L,yellow
JNE3578-KR-M,JNE3578,1,kurta,M,yellow
JNE3578-KR-S,JNE3578,3,kurta,S,yellow
JNE3578-KR-XL,JNE3578,8,kurta,XL,yellow
JNE3578-KR-XS,JNE3578,6,kurta,XS,yellow
JNE3578-KR-XXL,JNE3578,25,kurta,XXL,yellow
JNE3578-KR-XXXL,JNE3578,2,kurta,XXXL,yellow
JNE3579-KR-L,JNE3579,2,kurta,L,grey
JNE3579-KR-M,JNE3579,6,kurta,M,grey
JNE3579-KR-S,JNE3579,8,kurta,S,grey
JNE3579-KR-XL,JNE3579,3,kurta,XL,grey
JNE3579-KR-XS,JNE3579,2,kurta,XS,grey
JNE3579-KR-XXL,JNE3579,3,kurta,XXL,grey
JNE3579-KR-XXXL,JNE3579,4,kurta,XXXL,grey
JNE3580-DR-L,JNE3580,2,dress,L,pink
JNE3580-DR-M,JNE3580,1,dress,M,pink
JNE3580-DR-XS,JNE3580,3,dress,XS,pink
JNE3580-DR-XXL,JNE3580,2,dress,XXL,pink
JNE3580-DR-XXXL,JNE3580,2,dress,XXXL,pink
JNE3581-KR-M,JNE3581,13,kurta,M,pink
JNE3581-KR-S,JNE3581,48,kurta,S,pink
JNE3581-KR-XL,JNE3581,23,kurta,XL,pink
JNE3581-KR-XXL,JNE3581,35,kurta,XXL,pink
JNE3601-KR-L,JNE3601,70,kurta,L,light green
JNE3601-KR-M,JNE3601,83,kurta,M,light green
JNE3601-KR-S,JNE3601,56,kurta,S,light green
JNE3601-KR-XL,JNE3601,75,kurta,XL,light green
JNE3601-KR-XS,JNE3601,1,kurta,XS,light green
JNE3601-KR-XXL,JNE3601,15,kurta,XXL,light green
JNE3601-KR-XXXL,JNE3601,1,kurta,XXXL,light green
JNE3602-KR-L,JNE3602,128,kurta,L,pink
JNE3602-KR-M,JNE3602,93,kurta,M,pink
JNE3602-KR-S,JNE3602,42,kurta,S,pink
JNE3602-KR-XL,JNE3602,154,kurta,XL,pink
JNE3602-KR-XS,JNE3602,22,kurta,XS,pink
JNE3602-KR-XXL,JNE3602,76,kurta,XXL,pink
JNE3602-KR-XXXL,JNE3602,78,kurta,XXXL,pink
JNE3603-KR-L,JNE3603,8,kurta,L,wine
JNE3603-KR-M,JNE3603,9,kurta,M,wine
JNE3603-KR-S,JNE3603,20,kurta,S,wine
JNE3603-KR-XL,JNE3603,5,kurta,XL,wine
JNE3603-KR-XS,JNE3603,56,kurta,XS,wine
JNE3603-KR-XXL,JNE3603,6,kurta,XXL,wine
JNE3603-KR-XXXL,JNE3603,1,kurta,XXXL,wine
JNE3604-KR-L,JNE3604,75,kurta,L,magenta
JNE3604-KR-M,JNE3604,67,kurta,M,magenta
JNE3604-KR-S,JNE3604,90,kurta,S,magenta
JNE3604-KR-XL,JNE3604,62,kurta,XL,magenta
JNE3604-KR-XS,JNE3604,15,kurta,XS,magenta
JNE3604-KR-XXL,JNE3604,74,kurta,XXL,magenta
JNE3604-KR-XXXL,JNE3604,2,kurta,XXXL,magenta
JNE3605-KR-L,JNE3605,3,kurta,L,pink
JNE3605-KR-M,JNE3605,3,kurta,M,pink
JNE3605-KR-S,JNE3605,12,kurta,S,pink
JNE3605-KR-XL,JNE3605,7,kurta,XL,pink
JNE3605-KR-XS,JNE3605,9,kurta,XS,pink
JNE3605-KR-XXL,JNE3605,2,kurta,XXL,pink
JNE3605-KR-XXXL,JNE3605,15,kurta,XXXL,pink
JNE3606-KR-L,JNE3606,5,kurta,L,beige
JNE3606-KR-M,JNE3606,2,kurta,M,beige
JNE3606-KR-S,JNE3606,12,kurta,S,beige
JNE3606-KR-XL,JNE3606,4,kurta,XL,beige
JNE3606-KR-XS,JNE3606,7,kurta,XS,beige
JNE3606-KR-XXL,JNE3606,15,kurta,XXL,beige
JNE3606-KR-XXXL,JNE3606,4,kurta,XXXL,beige
JNE3607-KR-L,JNE3607,350,kurta,L,maroon
JNE3607-KR-M,JNE3607,257,kurta,M,maroon
JNE3607-KR-S,JNE3607,72,kurta,S,maroon
JNE3607-KR-XL,JNE3607,317,kurta,XL,maroon
JNE3607-KR-XS,JNE3607,244,kurta,XS,maroon
JNE3607-KR-XXL,JNE3607,281,kurta,XXL,maroon
JNE3607-KR-XXXL,JNE3607,181,kurta,XXXL,maroon
JNE3608-KR-L,JNE3608,9,kurta,L,maroon
JNE3608-KR-M,JNE3608,30,kurta,M,maroon
JNE3608-KR-S,JNE3608,30,kurta,S,maroon
JNE3608-KR-XL,JNE3608,13,kurta,XL,maroon
JNE3608-KR-XS,JNE3608,9,kurta,XS,maroon
JNE3608-KR-XXL,JNE3608,24,kurta,XXL,maroon
JNE3608-KR-XXXL,JNE3608,2,kurta,XXXL,maroon
JNE3609-KR-L,JNE3609,13,kurta,L,white
JNE3609-KR-M,JNE3609,34,kurta,M,white
JNE3609-KR-S,JNE3609,7,kurta,S,white
JNE3609-KR-XL,JNE3609,7,kurta,XL,white
JNE3609-KR-XS,JNE3609,28,kurta,XS,white
JNE3609-KR-XXL,JNE3609,10,kurta,XXL,white
JNE3609-KR-XXXL,JNE3609,10,kurta,XXXL,white
JNE3610-KR-L,JNE3610,32,kurta,L,teal green
JNE3610-KR-M,JNE3610,41,kurta,M,teal green
JNE3610-KR-S,JNE3610,50,kurta,S,teal green
JNE3610-KR-XL,JNE3610,40,kurta,XL,teal green
JNE3610-KR-XS,JNE3610,20,kurta,XS,teal green
JNE3610-KR-XXL,JNE3610,17,kurta,XXL,teal green
JNE3610-KR-XXXL,JNE3610,3,kurta,XXXL,teal green
JNE3611-KR-L,JNE3611,267,kurta,L,black
JNE3611-KR-M,JNE3611,217,kurta,M,black
JNE3611-KR-S,JNE3611,304,kurta,S,black
JNE3611-KR-XL,JNE3611,140,kurta,XL,black
JNE3611-KR-XS,JNE3611,260,kurta,XS,black
JNE3611-KR-XXL,JNE3611,98,kurta,XXL,black
JNE3611-KR-XXXL,JNE3611,207,kurta,XXXL,black
JNE3612-KR-L,JNE3612,14,kurta,L,light green
JNE3612-KR-M,JNE3612,45,kurta,M,light green
JNE3612-KR-S,JNE3612,15,kurta,S,light green
JNE3612-KR-XL,JNE3612,7,kurta,XL,light green
JNE3612-KR-XS,JNE3612,8,kurta,XS,light green
JNE3612-KR-XXL,JNE3612,19,kurta,XXL,light green
JNE3612-KR-XXXL,JNE3612,2,kurta,XXXL,light green
JNE3613-KR-L,JNE3613,779,kurta,L,teal
JNE3613-KR-M,JNE3613,485,kurta,M,teal
JNE3613-KR-S,JNE3613,259,kurta,S,teal
JNE3613-KR-XL,JNE3613,593,kurta,XL,teal
JNE3613-KR-XS,JNE3613,192,kurta,XS,teal
JNE3613-KR-XXL,JNE3613,504,kurta,XXL,teal
JNE3613-KR-XXXL,JNE3613,609,kurta,XXXL,teal
JNE3614-KR-L,JNE3614,57,kurta,L,teal green
JNE3614-KR-M,JNE3614,76,kurta,M,teal green
JNE3614-KR-S,JNE3614,81,kurta,S,teal green
JNE3614-KR-XL,JNE3614,54,kurta,XL,teal green
JNE3614-KR-XS,JNE3614,17,kurta,XS,teal green
JNE3614-KR-XXL,JNE3614,39,kurta,XXL,teal green
JNE3614-KR-XXXL,JNE3614,27,kurta,XXXL,teal green
JNE3615-KR-L,JNE3615,91,kurta,L,navy blue
JNE3615-KR-M,JNE3615,57,kurta,M,navy blue
JNE3615-KR-S,JNE3615,68,kurta,S,navy blue
JNE3615-KR-XL,JNE3615,22,kurta,XL,navy blue
JNE3615-KR-XS,JNE3615,8,kurta,XS,navy blue
JNE3615-KR-XXL,JNE3615,13,kurta,XXL,navy blue
JNE3616-KR-L,JNE3616,5,kurta,L,maroon
JNE3616-KR-M,JNE3616,7,kurta,M,maroon
JNE3616-KR-S,JNE3616,16,kurta,S,maroon
JNE3616-KR-XL,JNE3616,4,kurta,XL,maroon
JNE3616-KR-XS,JNE3616,5,kurta,XS,maroon
JNE3616-KR-XXL,JNE3616,3,kurta,XXL,maroon
JNE3616-KR-XXXL,JNE3616,6,kurta,XXXL,maroon
JNE3617-KR-L,JNE3617,44,kurta,L,black
JNE3617-KR-M,JNE3617,47,kurta,M,black
JNE3617-KR-S,JNE3617,120,kurta,S,black
JNE3617-KR-XL,JNE3617,45,kurta,XL,black
JNE3617-KR-XS,JNE3617,13,kurta,XS,black
JNE3617-KR-XXL,JNE3617,91,kurta,XXL,black
JNE3617-KR-XXXL,JNE3617,3,kurta,XXXL,black
JNE3618-KR-L,JNE3618,1,kurta,L,teal
JNE3618-KR-M,JNE3618,9,kurta,M,teal
JNE3618-KR-S,JNE3618,7,kurta,S,teal
JNE3618-KR-XL,JNE3618,5,kurta,XL,teal
JNE3618-KR-XS,JNE3618,8,kurta,XS,teal
JNE3618-KR-XXL,JNE3618,2,kurta,XXL,teal
JNE3618-KR-XXXL,JNE3618,13,kurta,XXXL,teal
JNE3619-KR-L,JNE3619,10,kurta,L,black
JNE3619-KR-M,JNE3619,9,kurta,M,black
JNE3619-KR-S,JNE3619,24,kurta,S,black
JNE3619-KR-XL,JNE3619,10,kurta,XL,black
JNE3619-KR-XS,JNE3619,3,kurta,XS,black
JNE3619-KR-XXL,JNE3619,4,kurta,XXL,black
JNE3619-KR-XXXL,JNE3619,1,kurta,XXXL,black
JNE3620-KR-L,JNE3620,14,kurta,L,magenta
JNE3620-KR-M,JNE3620,23,kurta,M,magenta
